id,text,time,username,description,follower,friend_count,verified,profile_image_url,profile_banner_url,listed_count,favorite_count,point
1356868546815381504,"オーっとこの商品は ”昨日までなかったまったく新しいブライダルビデオ” ってキャッチコピーで売り出す予定です。見てくださいね！
https://t.co/IDt26wqabp
#ブライダル　#結婚式　#コロナ　#グリーティングムービー　#メッセージ　#ビデオ　#挨拶状　#演出　#プロフィール　#オープニン　#招待状 https://t.co/uZniHnved6",Wed Feb 03 07:34:05 +0000 2021,小林　寛,,12,28,False,https://pbs.twimg.com/profile_images/588958764469866498/clxEnJeZ_normal.jpg,https://pbs.twimg.com/profile_banners/3160670647/1611287844,0,0,0.29200000000000004
1356868513600733185,"個人融資を行っております😋

💮キャンペーン実施中💮🎉🎉

⭐️最初の1週間は無利息⭐️

◽️ 初回1〜50万まで‼️

◽️ 在籍確認等なし‼️

◽️ 月々分割返済可能です‼️

◽️ 即日融資可能‼️

◽️無職、学生大歓迎‼️

詳しくはDMにてお問い合わせ下さい
お気軽にどうぞ😊

#個人融資
#個人間融資
#コロナ
#副業",Wed Feb 03 07:33:57 +0000 2021,個人融資〆　aimi,個人融資です！ お気軽にDM下さい😊,12,58,False,https://pbs.twimg.com/profile_images/1355303542823682053/9Rd8Wdxc_normal.jpg,https://pbs.twimg.com/profile_banners/1354786457886461960/1611964520,0,0,0.592
1356868233324756995,"もしかしたらコロナかもしれない

不安な時は、セルフチェックサイトでチェックしてみましょう。
https://t.co/NYS5xbyQAN
万が一の時にとるべき対処と全国の保健所の電話番号を纏めてあります。

#コロナウイルス #コロナ #COVID19",Wed Feb 03 07:32:50 +0000 2021,Onionbot,"趣味のwebアプリ
☆リマインダー
https://t.co/Ed1YvpCwUp
☆西暦和暦変換機
https://t.co/idwXeU03sS
☆姿勢分析アプリ
https://t.co/5qjfJNy37p

基本的には全部自分用のアプリなんだけどせっかく作ったので公開してます",154,146,False,https://pbs.twimg.com/profile_images/1101351727758888962/lQVqRF8V_normal.png,no setting,0,0,1.6139999999999999
1356867998879948800,"#新型コロナウイルス #コロナ 

栃木県 新型コロナ 新たに8人感染確認

https://t.co/vCrm3l4BW5

これ以上悲しむ人を増やさないように、
感染をしない! させない! 行動を!

あなたの街は? 医療体制は? 大丈夫?

#接触確認アプリ (#COCOA)を入れよう! https://t.co/8sGpbk1JAo",Wed Feb 03 07:31:54 +0000 2021,まっきょん,"まっきょんはシャドウバン対策として、以下の４つのアカウントをクローン運用し、ツイートごとにアカウントチェンジしています。
青まっきょん@2Isjk3mdDKrk2YN
黄まっきょん@8RYqj7aQFF02DSz
緑まっきょん@kpPJSKySpvg70mt
赤まっきょん@Nrcmq9w2au7dGjA",15,3,False,https://pbs.twimg.com/profile_images/1341388648277823494/scao-p6N_normal.jpg,https://pbs.twimg.com/profile_banners/1151380542870323201/1608646951,0,1,0.045
1356867887869267973,"☆ 一目でわかる話題のニュース要約

✔️本日、東京都では新たに676人のコロナ感染者が確認された

✔️ 6日連続で1000人を下回った

✔️ 直近7日間の1日あたりの平均は708人で、前の週と比べて約68%になった

＃コロナ

https://t.co/ZLjujm8Xv8",Wed Feb 03 07:31:28 +0000 2021,コバ｜忙しいビジネスマンの時間作りをお手伝い！,【ビジネスマンがFollowしないと損するアカウント】 《一目でわかるニュース要約》 《生産性UPの方法》 《良質な人間関係構築の方法》など有益な情報を発信｜普段は一部上場企業の幹部（候補）｜好きな食べ物はみかん🍊｜趣味はゴルフ⛳️& 旅行✈️ & サウナ🧖‍♀️,1528,393,False,https://pbs.twimg.com/profile_images/1302379185243971584/mNYvdxk7_normal.jpg,https://pbs.twimg.com/profile_banners/1302373258700812288/1599350348,6,0,5.458
1356867683090747398,"#新型コロナウイルス #コロナ 

愛知県 新型コロナ 2人死亡 114人感染確認

https://t.co/GvLw0iuf4y

これ以上悲しむ人を増やさないように、
感染をしない! させない! 行動を!

あなたの街は? 医療体制は? 大丈夫?

#接触確認アプリ (#COCOA)を入れよう! https://t.co/pCgnasPrju",Wed Feb 03 07:30:39 +0000 2021,まっきょん,"まっきょんはシャドウバン対策として、以下の４つのアカウントをクローン運用し、ツイートごとにアカウントチェンジしています。
青まっきょん@2Isjk3mdDKrk2YN
黄まっきょん@8RYqj7aQFF02DSz
緑まっきょん@kpPJSKySpvg70mt
赤まっきょん@Nrcmq9w2au7dGjA",12,3,False,https://pbs.twimg.com/profile_images/1341205588806492161/x1sMGBJy_normal.jpg,https://pbs.twimg.com/profile_banners/1291195276783308800/1608603306,0,0,0.041999999999999996
1356867581064302594,"定期的に #コロナ 情報を発信します！

2021年2月3日16時のチリの「確認されている」感染した人と、亡くなった人、回復した人の数です！

感染した人の数 : 734,035人

亡くなった人の数 : 18,559人

回復した人の数 : 690,653人

引用 : https://t.co/IQf6Kcoqbr

#コロナ #コロナウイルス",Wed Feb 03 07:30:15 +0000 2021,新型コロナウイルス感染者数予測（お休み）と 経済,#新型コロナウイルス の感染者数と死亡者数の定期投稿、報道機関の投稿を自動で分類しリツイートしています。またSEIRモデル等を用いた予測を行っています。予測はシナリオのひとつで、むしろ予測を覆す必要があります。注：感染症・医学等の方面の専門家ではありません。したがって、述べているものの多くは～であろう程度であります。,354,30,False,https://pbs.twimg.com/profile_images/1242498695142076419/TcD1x6Vs_normal.jpg,https://pbs.twimg.com/profile_banners/1236564022889082881/1585129266,1,0,0.6539999999999999
1356867576463192064,"福山市をどうにかせんとダメじゃの
#福山市 
#コロナ https://t.co/INPoQuTJxC",Wed Feb 03 07:30:14 +0000 2021,ポンコツ太郎,日本の国会議員はポンコツばかり。,110,147,False,https://pbs.twimg.com/profile_images/1356502767934742529/_EGFz9gU_normal.jpg,https://pbs.twimg.com/profile_banners/1108730054509383681/1612250544,2,0,1.58
1356867532175540226,コロナ 下の韓国でプロ野球球団買収劇 #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/OgvOAqe4iC,Wed Feb 03 07:30:03 +0000 2021,bokura,ぼくらはみんなきいている（@googlenewsjpnの中の人）,1501,264,False,https://pbs.twimg.com/profile_images/1342762186/_-L-__normal.png,https://pbs.twimg.com/profile_banners/5565952/1609857062,120,0,4.141
1356867531307241476,「対策が数日早ければ…」後悔 クルーズ船集団感染1年 #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/Hh3kF91JSS,Wed Feb 03 07:30:03 +0000 2021,bokura,ぼくらはみんなきいている（@googlenewsjpnの中の人）,1501,264,False,https://pbs.twimg.com/profile_images/1342762186/_-L-__normal.png,https://pbs.twimg.com/profile_banners/5565952/1609857062,120,0,4.141
1356867530237698048,東京都 新型コロナ  676人感染確認 1000人下回るのは6日連続 #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/fG5HrU8fwZ,Wed Feb 03 07:30:03 +0000 2021,bokura,ぼくらはみんなきいている（@googlenewsjpnの中の人）,1501,264,False,https://pbs.twimg.com/profile_images/1342762186/_-L-__normal.png,https://pbs.twimg.com/profile_banners/5565952/1609857062,120,0,4.141
1356867117262413826,"コロナの恐怖を煽るテレビ番組制作者のホンネ　「羽鳥モーニングショーは良く練られた番組」(デイリー新潮)
#煽るテレビ 　#コロナ　＃２類から５類へ　＃緊急事態宣言解除へ
#Yahooニュース
https://t.co/ARCwZVlGFr",Wed Feb 03 07:28:24 +0000 2021,GOITHI,,9,69,False,https://pbs.twimg.com/profile_images/628340434687823872/SUG-_1d9_normal.jpg,no setting,0,0,0.6990000000000001
1356867088531378176,"今日の一枚「春」

今日は立春。
Spring has come……さむい。

#書道 #習字 #shodo #japanesecalligraphy #書道パフォーマンス #コロナ #筆文字 https://t.co/btCCxOnLEh",Wed Feb 03 07:28:17 +0000 2021,書道ポータル,"スマホばかりで字が書けなくなった……ってことで、習字でもまたやろうかなと考え中。noteで書道教室の情報や書道ニュースをまとめたり、一日一筆の手書きをしたりしています。
#書道 #書道教室 #書道が好き #墨",805,1570,False,https://pbs.twimg.com/profile_images/1243461976845504512/lOFEmppN_normal.jpg,https://pbs.twimg.com/profile_banners/1243391825177497607/1591516273,2,2,16.505000000000003
1356866735433945088,"防護服セット入荷しました！

5点セット
防護服、ゴーグル、シューズ、グローブ、N95マスク

#N95 #マスク #マスク入荷 #コロナ #感染症対策",Wed Feb 03 07:26:53 +0000 2021,｟最短翌日｠衛生用品卸,衛生用品(マスク、防護服、グローブ、非接触型体温計等々)納品出来ます。 数量により価格はご相談承ります。 最短即日納品対応致します。 #コロナに負けるな #自己防衛 #緊急事態宣言,16,29,False,https://pbs.twimg.com/profile_images/1250083284135993344/sPsFFW3J_normal.jpg,https://pbs.twimg.com/profile_banners/1181101822158622722/1586878066,0,0,0.306
1356866593104400384,"#ドラム缶🛢#小倉店

✨水曜日✨
本日も晴天✨でも、チョッピリ寒いですね😑
明日から暖かくなるみたいなので、体調崩さないように気をつけていきましょぉーーー‼️

本日も、時短営業ですが、常連様が、駆け込んで来てくださるのが嬉しーーー🥺💕
#感謝 #紺屋町 #小倉 #コロナ",Wed Feb 03 07:26:19 +0000 2021,立ち飲み居酒屋 ドラム缶 小倉店 ちか,(* ˘ ³˘)♡*笑う門には福来る♡呑むテーブルは、もちろん🛢激安価格でお待ちしております♡ドラム缶小倉店 小倉北区紺屋町7-24 小柳ビル２階 ☎︎093-967-7079 ご予約も承ります！ 営業時間18:30〜3:00【閉店時間変更の場合あり！】Instagram➡︎doramukan_kokuraten,315,384,False,https://pbs.twimg.com/profile_images/1295682578989461504/O0W3sBkI_normal.jpg,https://pbs.twimg.com/profile_banners/1087013259272568832/1559205339,3,0,4.155
1356866462581854209,"お金を稼ぎたい♪という気持ちさえあれば成功できるお仕事です、特に必要なスキルなどは必要ありません。
普通にメールできる人

余裕のある生活で過ごしましょ。

在宅でもOK興味のある方はDMよろしくお願いします。。
#メルオペ　　#グレーバイト #仕事紹介します #副業 #求人　#コロナ　#都内",Wed Feb 03 07:25:48 +0000 2021,一緒に働いてくれる仲間募集🍍,"メルオペのお仕事をして人生変わりました🖖
ただのサラリーマンだった私がこの仕事をして一年で月収１３０万円以上になりました。",22,60,False,https://pbs.twimg.com/profile_images/1321665576104701952/kF9XiizL_normal.jpg,https://pbs.twimg.com/profile_banners/1267946332255391745/1603959760,1,0,0.622
1356866280117080065,"#コロナ　 #感染拡大 　 #緊急事態宣言　 #卒業旅行

卒業旅行は、マスクしてればいい？

政府の規制は、去年クラスターを起こした先輩たちがいたからでしよ。

それに卒業旅行で、もし感染して関係ない友達にも感染してクラスター発生となり就職内定取り消しの理由にされても気にしないの？",Wed Feb 03 07:25:05 +0000 2021,鉄五郎,,0,0,False,https://pbs.twimg.com/profile_images/1293159950525403136/MKMlDD6d_normal.jpg,no setting,0,0,0.0
1356866264174452737,"[速報／音声] 
日本医師会会見- 平野大輔放送局 (2021.02.03)

https://t.co/uUJZXjO6bF

#StayHome 

#新型コロナウイルス
#緊急事態宣言
#新型肺炎コロナウイルス 
#COVID19
#コロナ
#コロナウィルス
#感染拡大",Wed Feb 03 07:25:01 +0000 2021,daisuke_hirano #Stayhome,写真家/言葉書き。 平野大輔放送局！ 気になる情報を適当に流しています！ https://t.co/s8eHnzWhC5 一番活用してるSNSはFacebook ➡︎ https://t.co/VJii0ReyWX 『RT』=『賛同』ではありません,3359,1000,False,https://pbs.twimg.com/profile_images/751788967582834689/tWxkODwS_normal.jpg,https://pbs.twimg.com/profile_banners/137200709/1382355454,159,0,13.359
1356866243521777664,"#コロナ　の関係で　#就活　が厳しいと言われていますね。
ただ、どんな状況であれ人を採用しなければ企業は存続出来ません。
選ばれる人材になりましょう。",Wed Feb 03 07:24:56 +0000 2021,無い内定就活生からの脱却マニュアル,100社受けて #お祈り 連発。 #無い内定 が秋まで続いて #自殺 を考えていた #就活生 が大手金融機関に受かった方法を伝えます。フォロー＆ブロックご自由に。,32,25,False,https://pbs.twimg.com/profile_images/1298895496321220610/mYeYJBm1_normal.jpg,https://pbs.twimg.com/profile_banners/1239206573794181120/1592298566,0,0,0.28200000000000003
1356865938100903936,"卒業旅行

行くは、一時の批判
行かぬは、一生の後悔

卒業旅行に行くことで批判してくる人間は一定数いますが、
その人達の熱はすぐ冷めます。

でも、行かなかったら、
絶対に一生後悔します。

若い人には、後悔が無いような選択をして欲しい。

#コロナ
#自粛
#卒業旅行
#緊急事態宣言
#菅 https://t.co/gPIzPIU9xp",Wed Feb 03 07:23:43 +0000 2021,スーパー沢尻,N国支持者（でも、信者ではない。立花孝志さんのことを第一級の政治家だと思っているが、彼の意見には一部賛同できないこともある。）★会社の金を管理する仕事★メガネ★関西出身★丸山穂高さん、橋下徹さんのファン★沢尻エリカさんとは関係ありません。,143,126,False,https://pbs.twimg.com/profile_images/1194944157590048768/Pl9UtiCH_normal.jpg,https://pbs.twimg.com/profile_banners/138048272/1473684131,0,0,1.403
1356865918182125570,"今日の #英語学習 #コロナ
「コロナ: ハンコック氏は、オックスフォードのワクチンが、ウイルスの拡散を遅らせる、と歓迎」

Hancock @MattHancock  保健大臣
hail 歓迎して迎える https://t.co/8jvceRMbio",Wed Feb 03 07:23:38 +0000 2021,nana sui,形成外科医で子育て中。好きな洋楽の和訳、ニュース記事の和訳を中心に発信します。英語好きすぎて、高校３年の夏休みに🇺🇸ホームステイ満喫→３年浪人→大学合格→医者。英語を話す機会は今はほぼないので、情報収集の為に早く、正確に読む事を重視。最低１日１記事、ひたすら読みます。洋楽の和訳は少しずつですがブログに。,39,31,False,https://pbs.twimg.com/profile_images/1333047835302871040/cP-dxgwt_normal.jpg,https://pbs.twimg.com/profile_banners/1324491788334239744/1606709331,0,2,0.349
1356865878449512450,"毎日マスク取って昼食食うてて
濃厚接触者おらんから大丈夫って…
被害者減らす気はまだまだない様子でまじみなさん殺されませぬよう
#奈良　
#生駒　
#コロナ https://t.co/2n042Wc3At",Wed Feb 03 07:23:29 +0000 2021,ほんじょび　こもりのおじさま,ひまじんになりたいかわいそうなひばくおことわりのおっさん。写真は今帰仁遺跡から望む海。海や山を美しいまんま、こどもたちに遺したいっすね,599,593,False,https://pbs.twimg.com/profile_images/1232440704858648576/C_jVKOVZ_normal.jpg,https://pbs.twimg.com/profile_banners/128040196/1480343013,11,0,6.529
1356865817489547265,"【楽天 FINAL WINTER SALE　80％OFF商品多数！】
【10台セット】【法人/団体限定販売】PCR検査台 新型コロナウイルス 簡易検査ブース（リボード仕様
新型コロナウイルス抗体検査キット発売中！ #コロナ #緊急事態宣言
https://t.co/23344d93EQ",Wed Feb 03 07:23:14 +0000 2021,限定コスメ・シーズン新商品情報BOt,"シーズン・季節限定新商品入荷情報を発信botです。
開発者：吉岡順子",2163,2458,False,https://pbs.twimg.com/profile_images/1224674818953334784/vF9ZEECb_normal.jpg,https://pbs.twimg.com/profile_banners/551627265/1578802315,1,0,26.743000000000002
1356865784631287811,"コロナ特例の雇用調整助成金は未確定での見積計上ではなく、支給決定時に益金計上か。
注意ですね。

#コロナ
#雇用調整助成金",Wed Feb 03 07:23:07 +0000 2021,税理士シオ,税理士/シニアマネージャー/昔社会人野球選手/妻、娘、息子/ゴルフ/サーフィン/2022年開業/コンサル/バックオフィス,43,154,False,https://pbs.twimg.com/profile_images/1321608518873460736/Xxj-Mmpx_normal.jpg,https://pbs.twimg.com/profile_banners/57677754/1374989696,1,0,1.583
1356865744189882368,"他にも３サイトで販売をさせて頂いております。

ご協力お願い致します。

Amazon
https://t.co/fjYW4XIppJ

楽天
https://t.co/W5BgITdaiN

Yahoo
https://t.co/4KowbatRQS
#コロナ ＃在庫ロス #お菓子 #福袋",Wed Feb 03 07:22:57 +0000 2021,きたくら,北海道の旬の特産物から定番商品まで、数多く取り揃えている「きたくら.com」です。商品情報をつぶやいていきます。,440,630,False,https://pbs.twimg.com/profile_images/685007981/logo_normal.jpg,no setting,42,0,6.74
1356865677777227779,外気温１８度だが強い煙と煤の臭い　各家庭の夕飯の匂いが一瞬にして掻き消される　生活の情緒すら消し去る薪暖炉の空気汚染　#悪臭  #コロナ #神奈川県 #葉山町 #公害 #薪暖炉 #国土交通省  #環境省 #日本暖炉ストーブ協会 #自民党   #小泉進次郎 #薪暖炉は人災 #見えない暴力,Wed Feb 03 07:22:41 +0000 2021,shimazakiX,"薪暖炉の実被害を記録として残す意味でのアカウント
省庁が関与している薪暖炉の被害は立派な公害である

ここに書くことは全て事実であり嘘捏造は一切排除する
またストーカーではないので基本的に被害を受けた時のみツイート、ただし実生活優先のため全ての被害を書けない事が前提

基本リツイートも個人フォローもしませんあしからず",3,41,False,https://pbs.twimg.com/profile_images/1265800065454497792/3ZbLLNNV_normal.jpg,https://pbs.twimg.com/profile_banners/1252781056110936064/1590625228,0,0,0.41300000000000003
1356865472277344256,"#お金がない から困ってます💦
誰にもバレたくない🥺🙌

#安心安全 な #資金調達 は
誰にもバレることなくできます💓
家族に内緒にしたい方も
お気軽にdm、LINEください✉

💚#高額 可能
💚#専業主婦 OK
💚使い道自由

LINE▶︎@jlg7214t

#お金貸してください
#即日即金 #金欠
#コロナ #学費",Wed Feb 03 07:21:52 +0000 2021,資金調達🦋即日即金可能💓,アカウント移行しました🕊#即日対応 致します🙋⚠#即日即金 可能🐯💞#借金返済 #引越し費用 #お金に困ってます #お金が必要 な方〖#資金調達〗でお力になれます✊🏼💓#先払い #保証金 等一切不要❌#相談無料✉#着金 までサポートさせて頂きます🐘🌸#闇金 ではありません！リピーターさんOK💙,13,1,False,https://pbs.twimg.com/profile_images/1346650929492156417/U2MK2QJk_normal.jpg,https://pbs.twimg.com/profile_banners/1346644802679361537/1609901631,0,1,0.023
